latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-15.6325,130.6477,337.6,1.4,1.2,18/8/2019,1659,Aqua,MODIS,100,6.3,298.1,60.9,N,0
-15.6429,130.6459,328.1,1.4,1.2,18/8/2019,1659,Aqua,MODIS,100,6.3,298.2,37.8,N,0
-15.0661,141.6819,373.1,1.1,1.1,19/8/2019,0045,Terra,MODIS,100,6.3,300.3,142,D,0
-15.0677,141.6924,384.6,1.1,1.1,19/8/2019,0045,Terra,MODIS,100,6.3,305.8,196.4,D,0
-15.0694,141.7029,366.8,1.1,1.1,19/8/2019,0045,Terra,MODIS,100,6.3,307.5,113.8,D,0
-16.1786,136.3623,370.1,2.5,1.5,19/8/2019,0046,Terra,MODIS,100,6.3,301,407.1,D,0
-25.8887,150.9889,369,1.4,1.2,19/8/2019,0330,Aqua,MODIS,100,6.3,304.2,174.7,D,0
-24.5086,151.7639,374.9,1.2,1.1,19/8/2019,0331,Aqua,MODIS,100,6.3,305.9,170.7,D,0
-16.0366,136.4934,361.9,2.9,1.6,19/8/2019,0511,Aqua,MODIS,100,6.3,302.7,381.9,D,0
-16.4337,136.7446,369,3,1.6,19/8/2019,0511,Aqua,MODIS,100,6.3,302.8,499.1,D,0
-16.4488,136.7548,363.3,3,1.6,19/8/2019,0511,Aqua,MODIS,100,6.3,305.4,408,D,0
-16.0361,136.4981,368.3,2.9,1.6,19/8/2019,0511,Aqua,MODIS,100,6.3,302.9,462.9,D,0
-15.6665,130.5888,389.2,1.2,1.1,19/8/2019,0512,Aqua,MODIS,100,6.3,312.1,220.4,D,0
-15.6648,130.5994,370.8,1.2,1.1,19/8/2019,0512,Aqua,MODIS,100,6.3,304.4,125.6,D,0
-31.6577,152.1224,323.2,1.2,1.1,19/8/2019,1254,Terra,MODIS,100,6.3,281,31.8,N,0
-24.5045,151.773,323.5,1.5,1.2,19/8/2019,1256,Terra,MODIS,100,6.3,290.2,40.2,N,0
-16.3539,144.6488,335.2,1,1,19/8/2019,1258,Terra,MODIS,100,6.3,294.9,35.4,N,0
-16.3552,144.6394,324.7,1,1,19/8/2019,1258,Terra,MODIS,100,6.3,293.9,22.1,N,0
-16.3228,144.6731,330.6,1,1,19/8/2019,1258,Terra,MODIS,100,6.3,293.4,28.5,N,0
-16.3241,144.6637,323.5,1,1,19/8/2019,1258,Terra,MODIS,100,6.3,292.4,19.9,N,0
-16.3061,144.6609,327.1,1,1,19/8/2019,1258,Terra,MODIS,100,6.3,294,24.8,N,0
-16.3626,136.6958,330.7,3.1,1.7,19/8/2019,1258,Terra,MODIS,100,6.3,291.4,155.6,N,0
-16.365,136.6892,324.2,3.1,1.7,19/8/2019,1258,Terra,MODIS,100,6.3,290.8,114.1,N,0
-16.5608,136.7564,331.3,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,292,46,N,0
-16.566,136.7486,328.2,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,291.4,39.6,N,0
-16.0076,136.5931,323.5,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,291.8,35.2,N,0
-16.1481,136.4606,327.3,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,291,44,N,0
-16.1587,136.4587,335.3,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,291,61.5,N,0
-16.161,136.472,328,1.4,1.2,19/8/2019,1603,Aqua,MODIS,100,6.3,291.4,44.3,N,0
-12.5273,133.1824,369.2,1,1,20/8/2019,0128,Terra,MODIS,100,6.3,306,105,D,0
-12.6544,132.9236,376.8,1,1,20/8/2019,0128,Terra,MODIS,100,6.3,308.9,131.5,D,0
-12.6697,131.688,398.8,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,312.5,273.7,D,0
-12.6713,131.698,366.4,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,304.7,110.7,D,0
-12.6821,131.7684,365.1,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,307.7,99.6,D,0
-12.6899,131.757,424.3,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,320,485.1,D,0
-12.6914,131.767,396.4,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,315,249.2,D,0
-12.6947,131.7503,391.7,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,312.7,223.2,D,0
-12.6963,131.7603,378.5,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,313.7,151.4,D,0
-12.7041,131.7488,408.8,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,315.7,341.4,D,0
-12.7134,131.7473,377.3,1.1,1,20/8/2019,0128,Terra,MODIS,100,6.3,308.3,149.8,D,0
-15.9479,136.5637,400.7,1.3,1.1,20/8/2019,0128,Terra,MODIS,100,6.3,308.5,381.7,D,0
-15.9582,136.5623,373.8,1.3,1.1,20/8/2019,0128,Terra,MODIS,100,6.3,306.6,183.2,D,0
-15.9599,136.5748,385.9,1.3,1.1,20/8/2019,0128,Terra,MODIS,100,6.3,310.1,261,D,0
-15.9546,136.5569,363.6,1.3,1.1,20/8/2019,0128,Terra,MODIS,100,6.3,304.8,130.3,D,0
-15.9562,136.5693,404,1.3,1.1,20/8/2019,0128,Terra,MODIS,100,6.3,314.9,410.4,D,0
-27.6099,149.1032,370.7,1.4,1.2,20/8/2019,0413,Aqua,MODIS,100,6.3,304.9,182.6,D,0
-26.1348,150.3579,400.8,1.8,1.3,20/8/2019,0413,Aqua,MODIS,100,6.3,309.9,588.2,D,0
-26.138,150.3402,367.6,1.8,1.3,20/8/2019,0413,Aqua,MODIS,100,6.3,307.1,236.3,D,0
-26.1231,150.3551,450.3,1.8,1.3,20/8/2019,0413,Aqua,MODIS,100,6.3,319.1,1656.7,D,0
-26.1264,150.3374,418.6,1.8,1.3,20/8/2019,0413,Aqua,MODIS,100,6.3,321.4,879,D,0
-17.5158,145.2482,374.5,1.2,1.1,20/8/2019,0415,Aqua,MODIS,100,6.3,308.1,162.1,D,0
-17.5256,145.2499,361.2,1.2,1.1,20/8/2019,0415,Aqua,MODIS,100,6.3,305.5,106.6,D,0
-16.5098,136.7282,362.4,1.8,1.3,20/8/2019,0416,Aqua,MODIS,100,6.3,310.5,183.7,D,0
-13.4333,143.0619,369.5,1.1,1,20/8/2019,0417,Aqua,MODIS,100,6.3,311.7,112.2,D,0
-13.4348,143.0521,362.5,1.1,1,20/8/2019,0417,Aqua,MODIS,100,6.3,309.5,89.7,D,0
-12.3374,141.8872,365.2,1,1,20/8/2019,0417,Aqua,MODIS,100,6.3,310.5,91.3,D,0
-12.6834,131.7484,365.5,3.8,1.8,20/8/2019,0417,Aqua,MODIS,100,6.3,304.4,632.9,D,0
-12.6932,131.7428,363.4,3.8,1.8,20/8/2019,0417,Aqua,MODIS,100,6.3,305.5,581,D,0
-16.3632,136.7581,345.8,1.1,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,293.9,63.9,N,0
-16.1796,136.9436,339.5,1.2,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,294.8,51.5,N,0
-16.1683,136.9527,336.3,1.2,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,292,46.6,N,0
-16.17,136.9419,366.9,1.2,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,299.8,131,N,0
-16.1716,136.9312,333.5,1.2,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,293.6,41.3,N,0
-16.3901,136.7733,327.4,1.1,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,292.1,29.3,N,0
-16.3806,136.7717,330,1.1,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,292.6,33.4,N,0
-16.3711,136.7702,349.2,1.1,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,295.7,71.5,N,0
-16.3616,136.7686,370.6,1.1,1.1,20/8/2019,1341,Terra,MODIS,100,6.3,297.3,141,N,0
-12.7213,131.7837,323.7,1.1,1,20/8/2019,1342,Terra,MODIS,100,6.3,293.5,23.6,N,0
-12.9325,141.7819,325,2.8,1.6,20/8/2019,1342,Terra,MODIS,100,6.3,292.5,97.7,N,0
-15.6673,130.6798,328,1.4,1.2,20/8/2019,1342,Terra,MODIS,100,6.3,293.4,38.6,N,0
-12.6407,132.1395,330.1,1.1,1,20/8/2019,1645,Aqua,MODIS,100,6.3,292.8,33,N,0
-15.6439,130.679,324.5,1,1,20/8/2019,1646,Aqua,MODIS,100,6.3,293.8,22.1,N,0
-16.1791,136.9287,362.2,3.8,1.8,21/8/2019,0033,Terra,MODIS,100,6.3,301.9,595.7,D,0
-16.1852,136.9217,364.1,3.8,1.8,21/8/2019,0033,Terra,MODIS,100,6.3,301,627.2,D,0
-22.7874,150.5778,360.2,2.2,1.4,21/8/2019,0319,Aqua,MODIS,100,6.3,304.1,266.9,D,0
-16.5693,136.688,370.1,1.7,1.3,21/8/2019,0459,Aqua,MODIS,100,6.3,312.9,232.8,D,0
-16.5666,136.704,368.2,1.7,1.3,21/8/2019,0459,Aqua,MODIS,100,6.3,314.4,213.7,D,0
-16.5659,136.6942,373.5,1.7,1.3,21/8/2019,0459,Aqua,MODIS,100,6.3,312.4,255.1,D,0
-16.5774,136.6963,363.7,1.7,1.3,21/8/2019,0459,Aqua,MODIS,100,6.3,312.4,181.3,D,0
-16.6476,128.6713,393.9,1.2,1.1,21/8/2019,0459,Aqua,MODIS,100,6.3,317.1,264.1,D,0
-16.6491,128.6601,399.6,1.2,1.1,21/8/2019,0459,Aqua,MODIS,100,6.3,318.9,306.2,D,0
-13.9365,129.9103,457.3,1,1,21/8/2019,0500,Aqua,MODIS,100,6.3,339,813.3,D,0
-13.9378,129.9009,368.3,1,1,21/8/2019,0500,Aqua,MODIS,100,6.3,316.9,92.5,D,0
-13.9285,129.9027,393.6,1,1,21/8/2019,0500,Aqua,MODIS,100,6.3,324.9,209.9,D,0
-13.6718,130.6169,401.5,1,1,21/8/2019,0500,Aqua,MODIS,100,6.3,312.1,249.5,D,0
-13.6731,130.6077,405.4,1,1,21/8/2019,0500,Aqua,MODIS,100,6.3,312.4,274.3,D,0
-27.601,149.1034,347.3,1.1,1,21/8/2019,1243,Terra,MODIS,100,6.3,284.3,67.7,N,0
-26.9092,153.114,326.6,1.1,1,21/8/2019,1243,Terra,MODIS,100,6.3,290.4,29.3,N,0
-27.3051,148.0409,324.4,1.2,1.1,21/8/2019,1243,Terra,MODIS,100,6.3,281.9,33.5,N,0
-26.4023,153.0962,326.6,1.1,1.1,21/8/2019,1243,Terra,MODIS,100,6.3,287.3,31,N,2
-22.6437,150.5726,333,1,1,21/8/2019,1244,Terra,MODIS,100,6.3,286.2,35.9,N,0
-16.5369,124.091,343.8,1,1,21/8/2019,1424,Terra,MODIS,100,6.3,295.7,50.2,N,0
-16.5279,124.0896,335.4,1,1,21/8/2019,1424,Terra,MODIS,100,6.3,294.1,36.3,N,0
-16.5292,124.0803,326,1,1,21/8/2019,1424,Terra,MODIS,100,6.3,293,24,N,0
-16.5445,124.1018,332.1,1,1,21/8/2019,1424,Terra,MODIS,100,6.3,295.2,30.7,N,0
-16.5459,124.0925,333.9,1,1,21/8/2019,1424,Terra,MODIS,100,6.3,294.8,33.3,N,0
-12.9349,141.7012,330.6,1.2,1.1,21/8/2019,1550,Aqua,MODIS,100,6.3,292.8,36.4,N,0
-15.425,135.5175,389.1,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,310.7,187.1,D,0
-15.4264,135.5269,372.9,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,313.7,117.3,D,0
-15.4341,135.5161,373.1,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,306.1,118.9,D,0
-15.4355,135.5255,434.3,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,323.4,526.2,D,0
-15.4369,135.5348,393.1,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,319.6,204.9,D,0
-15.4459,135.5334,429.5,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,319.7,475.3,D,0
-15.4473,135.5427,378,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,315.3,133.6,D,0
-16.0997,136.8492,360.3,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,313.7,77.5,D,0
-16.1074,136.842,406.2,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,321.6,289.4,D,0
-16.1087,136.8514,374.1,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,316.3,122.8,D,0
-16.1164,136.8406,384.6,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,310.4,166.6,D,0
-16.1178,136.8501,382.8,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,315.5,158.4,D,0
-16.1282,136.8582,390.6,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,316.7,194.1,D,0
-16.1373,136.8568,408,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,318,300.8,D,0
-16.1386,136.8663,377.5,1,1,22/8/2019,0116,Terra,MODIS,100,6.3,316.1,133.1,D,0
-27.6899,149.9371,379.1,1.1,1,22/8/2019,0400,Aqua,MODIS,100,6.3,308,159.2,D,0
-27.6882,149.9481,412.4,1.1,1,22/8/2019,0400,Aqua,MODIS,100,6.3,311.9,369.4,D,0
-28.441,153.2916,370.9,1.6,1.2,22/8/2019,0400,Aqua,MODIS,100,6.3,303.5,226.2,D,0
-25.6343,148.5779,363.9,1,1,22/8/2019,0401,Aqua,MODIS,100,6.3,307.1,95.6,D,0
-21.3446,147.8482,360.6,1,1,22/8/2019,0402,Aqua,MODIS,100,6.3,313.1,79.3,D,0
-22.734,150.5766,386.1,1.3,1.2,22/8/2019,0402,Aqua,MODIS,100,6.3,309.4,267.9,D,0
-22.7237,150.5745,378.3,1.3,1.2,22/8/2019,0402,Aqua,MODIS,100,6.3,302.4,218.2,D,0
-22.7367,150.4972,364.2,1.3,1.1,22/8/2019,0402,Aqua,MODIS,100,6.3,305.7,131,D,0
-22.6773,150.5603,372,1.3,1.2,22/8/2019,0402,Aqua,MODIS,100,6.3,308.2,180.1,D,0
-18.2392,145.2369,368.7,1,1,22/8/2019,0403,Aqua,MODIS,100,6.3,312.1,106.1,D,0
-26.9803,153.1289,321.8,4.6,2,22/8/2019,1147,Terra,MODIS,100,6.3,287,181.8,N,0
-13.5195,130.3593,324.6,2.2,1.4,22/8/2019,1330,Terra,MODIS,100,6.3,289.4,75,N,0
-13.5171,130.3656,336,2.2,1.4,22/8/2019,1330,Terra,MODIS,100,6.3,290.3,120.6,N,0
-12.9522,141.7007,321.1,1.6,1.3,22/8/2019,1330,Terra,MODIS,100,6.3,292,35.4,N,0
-12.5519,131.3447,325.9,1.8,1.3,22/8/2019,1330,Terra,MODIS,100,6.3,291,58.7,N,0
-22.5087,150.3119,323.3,1.8,1.3,22/8/2019,1457,Aqua,MODIS,100,6.3,291.6,51.1,N,0
-22.5138,150.3162,337.8,1.8,1.3,22/8/2019,1457,Aqua,MODIS,100,6.3,293.2,95.4,N,0
-22.5204,150.3095,335.7,1.8,1.3,22/8/2019,1457,Aqua,MODIS,100,6.3,293.3,89.4,N,0
-22.6106,150.5373,329.7,1.7,1.3,22/8/2019,1457,Aqua,MODIS,100,6.3,289.3,65.8,N,0
-22.6167,150.5708,328.7,1.7,1.3,22/8/2019,1457,Aqua,MODIS,100,6.3,287.2,58.6,N,0
-26.973,153.1521,346.2,1.1,1,22/8/2019,1458,Aqua,MODIS,100,6.3,295,62.3,N,0
-26.9823,153.1503,320.9,1.1,1,22/8/2019,1458,Aqua,MODIS,100,6.3,289.5,21.7,N,0
-12.9212,132.0385,325.8,1.1,1,22/8/2019,1633,Aqua,MODIS,100,6.3,292.9,26.5,N,0
-12.9595,132.0424,354,1.1,1,22/8/2019,1633,Aqua,MODIS,100,6.3,297.7,77.8,N,0
-12.961,132.0521,326.9,1.1,1,22/8/2019,1633,Aqua,MODIS,100,6.3,294,27.2,N,0
-12.9687,132.0409,348.8,1.1,1,22/8/2019,1633,Aqua,MODIS,100,6.3,296.7,65.2,N,0
-22.5866,150.5178,374.5,1.1,1,23/8/2019,0022,Terra,MODIS,100,6.3,303.9,144.7,D,0
-22.6113,150.5578,364.5,1.1,1,23/8/2019,0022,Terra,MODIS,100,6.3,302.9,104.7,D,0
-28.1082,147.3789,368.4,1,1,23/8/2019,0024,Terra,MODIS,100,6.3,302.3,104.4,D,0
-15.2077,134.4001,369.7,1,1,23/8/2019,0447,Aqua,MODIS,100,6.3,319.1,95.5,D,0
-15.8369,137.072,361.2,1.2,1.1,23/8/2019,0447,Aqua,MODIS,100,6.3,306.9,112.5,D,3
-16.1037,136.8608,406.3,1.2,1.1,23/8/2019,0447,Aqua,MODIS,100,6.3,320,338.3,D,0
-16.1404,136.8947,366,1.2,1.1,23/8/2019,0447,Aqua,MODIS,100,6.3,316.5,102.9,D,0
-16.5334,136.8647,364.3,1.1,1.1,23/8/2019,0447,Aqua,MODIS,100,6.3,315.2,96.4,D,0
-13.9856,130.072,363.1,1.4,1.2,23/8/2019,0448,Aqua,MODIS,100,6.3,312,130.6,D,0
-13.485,130.3308,393.2,1.3,1.1,23/8/2019,0448,Aqua,MODIS,100,6.3,311.9,302.6,D,0
-13.4865,130.3186,367.9,1.3,1.1,23/8/2019,0448,Aqua,MODIS,100,6.3,309,142.9,D,0
-13.4881,130.3064,380.8,1.3,1.1,23/8/2019,0448,Aqua,MODIS,100,6.3,310.1,214.4,D,0
-12.6646,132.1004,364.8,1.1,1,23/8/2019,0448,Aqua,MODIS,100,6.3,312.4,88.5,D,0
-12.088,135.6989,362.4,1.1,1.1,23/8/2019,0448,Aqua,MODIS,100,6.3,311.2,97.4,D,0
-12.5382,131.3321,378.2,1.1,1.1,23/8/2019,0448,Aqua,MODIS,100,6.3,311,153.4,D,0
-31.3809,152.4859,323.3,1.1,1.1,23/8/2019,1229,Terra,MODIS,100,6.3,283.6,29.4,N,0
-29.1749,148.7043,324.4,1.8,1.3,23/8/2019,1230,Terra,MODIS,100,6.3,281.4,59.3,N,0
-27.0074,150.7123,321.1,1.2,1.1,23/8/2019,1230,Terra,MODIS,100,6.3,284.7,30.3,N,0
-26.9974,150.7107,334.7,1.2,1.1,23/8/2019,1230,Terra,MODIS,100,6.3,284.3,52.7,N,0
-15.2506,141.9152,320.4,3.6,1.8,23/8/2019,1234,Terra,MODIS,100,6.3,288.5,120.6,N,0
-29.5043,127.0535,322.6,1.2,1.1,23/8/2019,1409,Terra,MODIS,100,6.3,287.5,26.9,N,0
-12.6853,132.108,325.1,2,1.4,23/8/2019,1413,Terra,MODIS,100,6.3,293.6,63.7,N,0
-12.684,132.1013,320.7,2,1.4,23/8/2019,1413,Terra,MODIS,100,6.3,292.8,50.5,N,0
-15.2512,141.9282,349.3,1.7,1.3,23/8/2019,1538,Aqua,MODIS,100,6.3,294.9,128.9,N,0
-15.5297,131.5555,326,3.6,1.8,23/8/2019,1717,Aqua,MODIS,100,6.3,290.1,163.3,N,0
-16.8239,123.1528,381.5,1,1,23/8/2019,1717,Aqua,MODIS,100,6.3,299.5,169.8,N,0
-12.1647,141.8081,377.1,1.1,1,24/8/2019,0103,Terra,MODIS,100,6.3,304.8,149,D,0
-12.1661,141.818,394.3,1.1,1,24/8/2019,0103,Terra,MODIS,100,6.3,310.3,239.9,D,0
-12.9753,141.7596,371.7,1.1,1,24/8/2019,0103,Terra,MODIS,100,6.3,301.3,132.6,D,0
-12.9767,141.7697,367,1.1,1,24/8/2019,0103,Terra,MODIS,100,6.3,300,115.3,D,0
-26.2972,151.0901,389.2,1,1,24/8/2019,0348,Aqua,MODIS,100,6.3,306.5,187.8,D,0
-18.7638,126.5864,380.6,1.1,1.1,24/8/2019,0529,Aqua,MODIS,100,6.3,318.5,167.8,D,0
-18.7655,126.5757,378.5,1.1,1.1,24/8/2019,0529,Aqua,MODIS,100,6.3,319,157.5,D,0
-17.1366,142.5278,348.1,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,292.7,63.7,N,0
-17.135,142.5377,396.9,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,300.4,258.6,N,0
-17.1335,142.5477,363.9,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,295.9,107,N,0
-17.1443,142.5393,392.3,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,301.2,232.2,N,0
-17.1428,142.5493,408.1,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,306,337.3,N,0
-17.0754,142.5113,338.4,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,292.3,45.4,N,0
-17.1073,142.5331,325.3,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,290.9,24.4,N,0
-17.1057,142.5431,368.7,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,294.6,123,N,0
-17.115,142.5446,374.3,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,299.7,143.5,N,0
-17.1135,142.5546,339.5,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,293.6,46.3,N,0
-17.1288,142.5162,321.2,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,289.3,20.4,N,0
-17.1273,142.5262,336.2,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,290.9,40.1,N,0
-17.1381,142.5178,324.3,1.1,1,24/8/2019,1316,Terra,MODIS,100,6.3,289.4,24.3,N,0
-15.1716,141.9985,324.1,1.1,1,24/8/2019,1317,Terra,MODIS,100,6.3,293.5,22.5,N,0
-15.1701,142.0083,335.1,1.1,1,24/8/2019,1317,Terra,MODIS,100,6.3,294.7,38.2,N,0
-15.1823,141.9901,346.4,1.1,1,24/8/2019,1317,Terra,MODIS,100,6.3,295,58.9,N,0
-15.1809,142,335.3,1.1,1,24/8/2019,1317,Terra,MODIS,100,6.3,294.9,38,N,0
-15.1916,141.9916,331.1,1.1,1,24/8/2019,1317,Terra,MODIS,100,6.3,294.2,32.1,N,0
-33.4771,150.9128,402.3,1.1,1,25/8/2019,0013,Terra,MODIS,100,6.3,304,300.8,D,0
-33.4677,150.9146,361.3,1.1,1,25/8/2019,0013,Terra,MODIS,100,6.3,297.8,99.5,D,0
-13.0983,130.2212,363.8,1,1,25/8/2019,0146,Terra,MODIS,100,6.3,308.7,92.1,D,0
-13.161,130.2024,360.8,1,1,25/8/2019,0146,Terra,MODIS,100,6.3,310.2,80.2,D,0
-13.1715,130.2106,372.6,1,1,25/8/2019,0146,Terra,MODIS,100,6.3,309.6,118.3,D,0
-13.57,130.3081,369.2,1.1,1,25/8/2019,0146,Terra,MODIS,100,6.3,316,104.6,D,0
-13.5885,130.3054,382.1,1.1,1,25/8/2019,0146,Terra,MODIS,100,6.3,310.4,157.4,D,0
-13.5898,130.3151,367.8,1.1,1,25/8/2019,0146,Terra,MODIS,100,6.3,314.6,98.9,D,0
-15.4715,135.5707,365.6,1.1,1,25/8/2019,0435,Aqua,MODIS,100,6.3,313.5,95.8,D,0
-15.242,134.3584,366.2,1.2,1.1,25/8/2019,0435,Aqua,MODIS,100,6.3,313.7,116,D,0
-12.5529,135.1768,361.8,1.1,1,25/8/2019,0436,Aqua,MODIS,100,6.3,312.1,80.6,D,0
-12.0893,135.6676,361.9,1,1,25/8/2019,0436,Aqua,MODIS,100,6.3,310,80.5,D,0
-23.7712,151.2102,320.8,1.2,1.1,25/8/2019,1528,Aqua,MODIS,100,6.3,288.2,27.8,N,0
-26.3563,150.7502,323.1,1.2,1.1,25/8/2019,1529,Aqua,MODIS,100,6.3,286.2,32.3,N,0
-16.6074,124.1815,322.4,1,1,25/8/2019,1705,Aqua,MODIS,100,6.3,293.1,21.8,N,0
-14.814,142.3893,370.1,1,1,26/8/2019,0051,Terra,MODIS,100,6.3,308.9,105.7,D,0
-29.0042,150.7624,420.8,1.3,1.1,26/8/2019,0335,Aqua,MODIS,100,6.3,317.7,569.9,D,0
-12.7567,130.9922,382.3,1.7,1.3,26/8/2019,0518,Aqua,MODIS,100,6.3,311.8,315,D,0
-12.7593,130.9767,418,1.7,1.3,26/8/2019,0518,Aqua,MODIS,100,6.3,321.3,784.9,D,0
-12.7607,130.9873,372.1,1.7,1.3,26/8/2019,0518,Aqua,MODIS,100,6.3,313.2,230.6,D,0
-12.7492,130.9853,410.8,1.7,1.3,26/8/2019,0518,Aqua,MODIS,100,6.3,312,669.6,D,0
-12.7517,130.9698,419,1.7,1.3,26/8/2019,0518,Aqua,MODIS,100,6.3,316,805.7,D,0
-16.7129,124.1145,364.1,1.2,1.1,26/8/2019,0518,Aqua,MODIS,100,6.3,312,103,D,0
-33.6535,149.8149,328.5,1.1,1,26/8/2019,1259,Terra,MODIS,100,6.3,278.5,34.5,N,0
-17.106,142.6011,331.5,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,292,33.3,N,0
-17.1152,142.6025,336.8,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,294,41,N,0
-17.1257,142.594,333.7,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,294,36.2,N,0
-17.1349,142.5954,327.7,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,293.6,27.8,N,0
-17.1454,142.587,327.5,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,292.5,27,N,0
-17.1546,142.5884,323.3,1,1,26/8/2019,1304,Terra,MODIS,100,6.3,291.9,22.7,N,0
-15.0816,142.031,323,1.1,1,26/8/2019,1305,Terra,MODIS,100,6.3,292.4,21.7,N,0
-15.151,142.0571,332.7,1.1,1,26/8/2019,1305,Terra,MODIS,100,6.3,294.8,33.9,N,0
-17.1385,142.6031,320.3,1.4,1.2,26/8/2019,1609,Aqua,MODIS,100,6.3,293,27.9,N,0
-17.149,142.6017,323.8,1.4,1.2,26/8/2019,1609,Aqua,MODIS,100,6.3,293.4,33.5,N,0
-17.1594,142.6003,329.7,1.4,1.2,26/8/2019,1609,Aqua,MODIS,100,6.3,293.1,44.7,N,0
-14.8359,142.3425,336.3,1.2,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,292.8,52.4,N,0
-16.8678,142.3885,320.5,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,292.4,25.6,N,0
-16.8694,142.4008,353.3,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,296,104.1,N,0
-16.8781,142.3871,345.9,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,295.3,79.6,N,0
-16.8797,142.3994,331.2,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,293.7,43.9,N,0
-16.9339,142.3486,327.6,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,294.6,36.6,N,0
-16.9355,142.3609,328.5,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,295,38.6,N,0
-16.9379,142.298,340,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,294.6,63.2,N,0
-16.9394,142.3103,376.3,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,301.3,204.8,N,0
-16.941,142.3226,389.2,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,303,288.5,N,0
-16.9426,142.3349,386.5,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,303.8,271,N,0
-16.9442,142.3472,344,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,297,74.3,N,0
-16.9497,142.3089,333.3,1.3,1.1,26/8/2019,1609,Aqua,MODIS,100,6.3,295.3,48.3,N,0
-12.5558,132.8385,365.3,1,1,27/8/2019,0134,Terra,MODIS,100,6.3,313,89.6,D,0
-12.5585,132.857,376.3,1,1,27/8/2019,0134,Terra,MODIS,100,6.3,314.3,127.5,D,0
-12.6286,131.0303,371.8,1,1,27/8/2019,0134,Terra,MODIS,100,6.3,312.9,111.5,D,0
